Time,Ohms
613.3998522758484,b'+1.00725970E+03\n'
613.8641149997711,b'+1.00727430E+03\n'
614.3283202648163,b'+1.00728830E+03\n'
614.7925419807434,b'+1.00730310E+03\n'
615.2564513683319,b'+1.00731730E+03\n'
615.7204420566559,b'+1.00733330E+03\n'
616.1843292713165,b'+1.00734950E+03\n'
616.6481909751892,b'+1.00736540E+03\n'
617.1120080947876,b'+1.00738090E+03\n'
617.5760633945465,b'+1.00739680E+03\n'
618.0399844646454,b'+1.00741430E+03\n'
618.5036187171936,b'+1.00743070E+03\n'
618.9675188064575,b'+1.00744730E+03\n'
619.431663274765,b'+1.00746270E+03\n'
619.8956348896027,b'+1.00747870E+03\n'
620.3594799041748,b'+1.00749560E+03\n'
620.8232431411743,b'+1.00751270E+03\n'
621.2871024608612,b'+1.00752860E+03\n'
621.751179933548,b'+1.00754400E+03\n'
622.2152135372162,b'+1.00755960E+03\n'
622.6791501045227,b'+1.00757550E+03\n'
623.143039226532,b'+1.00759230E+03\n'
623.6069853305817,b'+1.00761040E+03\n'
624.0707817077637,b'+1.00762730E+03\n'
624.5340890884399,b'+1.00764240E+03\n'
624.9980192184448,b'+1.00765920E+03\n'
625.4620411396027,b'+1.00767700E+03\n'
625.9257490634918,b'+1.00769310E+03\n'
626.3898963928223,b'+1.00770970E+03\n'
626.8537378311157,b'+1.00772560E+03\n'
627.3180260658264,b'+1.00774210E+03\n'
627.7822093963623,b'+1.00775700E+03\n'
628.2461602687836,b'+1.00777310E+03\n'
628.7100622653961,b'+1.00779010E+03\n'
629.1739413738251,b'+1.00780610E+03\n'
629.6379063129425,b'+1.00782220E+03\n'
630.10174036026,b'+1.00783790E+03\n'
630.5650181770325,b'+1.00785450E+03\n'
631.0296862125397,b'+1.00787020E+03\n'
631.4935660362244,b'+1.00788470E+03\n'
631.9575045108795,b'+1.00789920E+03\n'
632.421374797821,b'+1.00791420E+03\n'
632.8853316307068,b'+1.00793020E+03\n'
633.3489661216736,b'+1.00794640E+03\n'
633.8131194114685,b'+1.00796290E+03\n'
634.2770915031433,b'+1.00798010E+03\n'
634.740992307663,b'+1.00799590E+03\n'
635.2048044204712,b'+1.00801150E+03\n'
635.6685645580292,b'+1.00802670E+03\n'
636.1327230930328,b'+1.00804350E+03\n'
636.5963804721832,b'+1.00806050E+03\n'
637.0605998039246,b'+1.00807750E+03\n'
637.5237882137299,b'+1.00809330E+03\n'
637.9875936508179,b'+1.00810970E+03\n'
638.451611995697,b'+1.00812790E+03\n'
638.9155666828156,b'+1.00814470E+03\n'
639.3793640136719,b'+1.00816080E+03\n'
639.8432426452637,b'+1.00817720E+03\n'
640.3080923557281,b'+1.00819380E+03\n'
640.7719762325287,b'+1.00820950E+03\n'
641.2362594604492,b'+1.00822480E+03\n'
641.6998081207275,b'+1.00824040E+03\n'
642.1637008190155,b'+1.00825680E+03\n'
642.6276202201843,b'+1.00827220E+03\n'
643.0915312767029,b'+1.00828780E+03\n'
643.5553395748138,b'+1.00830310E+03\n'
644.0193374156952,b'+1.00831930E+03\n'
644.4834356307983,b'+1.00833530E+03\n'
644.9470031261444,b'+1.00835030E+03\n'
645.4108257293701,b'+1.00836510E+03\n'
645.8750503063202,b'+1.00838040E+03\n'
646.3389654159546,b'+1.00839520E+03\n'
646.8029267787933,b'+1.00841010E+03\n'
647.2667989730835,b'+1.00842520E+03\n'
647.7305333614349,b'+1.00844110E+03\n'
648.1946520805359,b'+1.00845650E+03\n'
648.6585502624512,b'+1.00846990E+03\n'
649.1224720478058,b'+1.00848450E+03\n'
649.586252450943,b'+1.00849920E+03\n'
650.0503816604614,b'+1.00851420E+03\n'
650.5134878158569,b'+1.00853060E+03\n'
650.9774360656738,b'+1.00854680E+03\n'
651.4412410259247,b'+1.00856500E+03\n'
651.9051795005798,b'+1.00858180E+03\n'
652.3691799640656,b'+1.00859770E+03\n'
652.8338334560394,b'+1.00861360E+03\n'
653.2974245548248,b'+1.00862940E+03\n'
653.761337518692,b'+1.00864530E+03\n'
654.2254710197449,b'+1.00866080E+03\n'
654.689512014389,b'+1.00867640E+03\n'
655.153514623642,b'+1.00869130E+03\n'
655.6175899505615,b'+1.00870600E+03\n'
656.0812497138977,b'+1.00872040E+03\n'
656.5450415611267,b'+1.00873600E+03\n'
657.0090861320496,b'+1.00875240E+03\n'
657.4730625152588,b'+1.00876750E+03\n'
657.9369745254517,b'+1.00878070E+03\n'
658.4008295536041,b'+1.00879380E+03\n'
658.8647186756134,b'+1.00880750E+03\n'
659.3286411762238,b'+1.00882210E+03\n'
659.792563199997,b'+1.00883770E+03\n'
660.2564487457275,b'+1.00885320E+03\n'
660.7201402187347,b'+1.00886620E+03\n'
661.1844182014465,b'+1.00887960E+03\n'
661.6481509208679,b'+1.00889420E+03\n'
662.1118705272675,b'+1.00890930E+03\n'
662.5759603977203,b'+1.00892600E+03\n'
663.039288520813,b'+1.00894080E+03\n'
663.5032389163971,b'+1.00895590E+03\n'
663.9668924808502,b'+1.00897120E+03\n'
664.4309978485107,b'+1.00898660E+03\n'
664.8948967456818,b'+1.00900120E+03\n'
665.3588745594025,b'+1.00901700E+03\n'
665.8230831623077,b'+1.00903220E+03\n'
666.28733253479,b'+1.00904850E+03\n'
666.7513465881348,b'+1.00906410E+03\n'
667.2153174877167,b'+1.00907980E+03\n'
667.6791379451752,b'+1.00909530E+03\n'
668.1431741714478,b'+1.00911080E+03\n'
668.6068947315216,b'+1.00912510E+03\n'
669.0709638595581,b'+1.00913930E+03\n'
669.5348553657532,b'+1.00915330E+03\n'
669.9986519813538,b'+1.00916670E+03\n'
670.4627182483673,b'+1.00918190E+03\n'
670.9267613887787,b'+1.00919710E+03\n'
671.3902084827423,b'+1.00921150E+03\n'
671.8542408943176,b'+1.00922520E+03\n'
672.3182501792908,b'+1.00923820E+03\n'
672.7822961807251,b'+1.00925200E+03\n'
673.2461769580841,b'+1.00926790E+03\n'
673.7104325294495,b'+1.00928510E+03\n'
674.1741399765015,b'+1.00930120E+03\n'
674.6378116607666,b'+1.00931680E+03\n'
675.1018440723419,b'+1.00933200E+03\n'
675.5657415390015,b'+1.00934670E+03\n'
676.0290076732635,b'+1.00936100E+03\n'
676.4929022789001,b'+1.00937410E+03\n'
676.9564838409424,b'+1.00938850E+03\n'
677.4203214645386,b'+1.00940270E+03\n'
677.8842642307281,b'+1.00941710E+03\n'
678.3484652042389,b'+1.00943120E+03\n'
678.8132350444794,b'+1.00944540E+03\n'
679.2771039009094,b'+1.00946120E+03\n'
679.7410197257996,b'+1.00947590E+03\n'
680.204941034317,b'+1.00949150E+03\n'
680.6688125133514,b'+1.00950760E+03\n'
681.1328330039978,b'+1.00952430E+03\n'
681.596696138382,b'+1.00953990E+03\n'
682.0605180263519,b'+1.00955570E+03\n'
682.524542093277,b'+1.00957030E+03\n'
682.9885013103485,b'+1.00958540E+03\n'
683.4520728588104,b'+1.00960080E+03\n'
