lockin,Temp
-2.700E-6,80.51961958138952
-5.830E-6,80.44086194664033
-5.750E-6,80.40988291614212
-5.570E-6,80.40315281167238
-5.460E-6,80.40782792241089
-5.380E-6,80.41733226841791
-5.310E-6,80.42735036285751
-5.260E-6,80.43721433276744
-5.210E-6,80.4449719341028
-5.200E-6,80.45077729139348
-5.180E-6,80.45452765495293
-5.180E-6,80.45627439962448
-5.150E-6,80.45678814805729
-5.150E-6,80.45591477572157
-5.120E-6,80.45355153293065
-5.110E-6,80.45077729139348
-5.120E-6,80.44707830267726
-5.120E-6,80.44224906740897
-5.130E-6,80.43772808120025
-5.130E-6,80.43217959812591
-5.130E-6,80.42729898801429
-5.460E-6,80.47651608787714
-5.110E-6,80.5567122182382
-5.060E-6,80.64497419899442
-5.060E-6,80.73416092692958
-5.050E-6,80.8221146586261
-5.020E-6,80.90693452488256
-5.000E-6,80.9887746502286
-5.010E-6,81.06696716170177
-4.960E-6,81.14135793477203
-4.930E-6,81.21323134052182
-4.960E-6,81.2819708808313
-4.900E-6,81.34798755444683
-4.920E-6,81.41220610854771
-4.920E-6,81.47411279470089
-4.880E-6,81.53416998649607
-4.870E-6,81.59325105626885
-4.820E-6,81.65058538136998
-4.830E-6,81.70694358444882
-4.830E-6,81.76242841519195
-4.800E-6,81.8172967478157
-4.770E-6,81.87149720747675
-4.760E-6,81.92528666839166
-4.770E-6,81.97845963118709
-4.750E-6,82.03199221788554
-4.750E-6,82.08465143224817
-4.750E-6,82.13720789692434
-4.680E-6,82.19002123581686
-4.670E-6,82.2430400740825
-4.700E-6,82.29539103938544
-4.680E-6,82.34810162859151
-4.680E-6,82.4010690920137
-4.650E-6,82.45362555668987
-4.620E-6,82.50659302011229
-4.610E-6,82.55935498416159
-4.610E-6,82.61278482117336
-4.580E-6,82.66559816006588
-4.570E-6,82.71907937192111
-4.610E-6,82.77266333346279
-4.570E-6,82.82609317047468
-4.510E-6,82.87967713201635
-4.510E-6,82.9332097187148
-4.500E-6,82.9867936802566
-4.460E-6,83.04027489211171
-4.480E-6,83.09391022849672
-4.500E-6,83.14723731582205
-4.460E-6,83.20071852767728
-4.450E-6,83.25394286531593
-4.450E-6,83.30706445326814
-4.400E-6,83.35977504247421
-4.380E-6,83.41294800526964
-4.400E-6,83.4655044699457
-4.370E-6,83.51780406040541
-4.370E-6,83.57015502570846
-4.370E-6,83.62219774195182
-4.360E-6,83.67377808460549
-4.310E-6,83.72540980210249
-4.310E-6,83.77688739506982
-4.260E-6,83.82738886601464
-4.270E-6,83.87804446148937
-4.270E-6,83.92834043306107
-4.250E-6,83.97843090525976
-4.260E-6,84.02790487933908
-4.210E-6,84.07712197920193
-4.210E-6,84.12587670547532
-4.180E-6,84.17452868206203
-4.180E-6,84.22256416052949
-4.180E-6,84.27008589056413
-4.170E-6,84.31760762059866
-4.150E-6,84.36441010282726
-4.170E-6,84.41095571083974
-4.120E-6,84.45688482073251
-4.080E-6,84.50260843125227
-4.080E-6,84.54797241786912
-4.080E-6,84.59292540573972
-4.080E-6,84.63731327033418
-4.080E-6,84.68108463680937
-4.060E-6,84.72495875297102
-4.060E-6,84.76806224648351
-4.020E-6,84.81090886577954
-4.000E-6,84.85308761211297
-4.000E-6,84.8952663584464
-4.010E-6,84.93677723181713
-3.980E-6,84.97772298191182
-3.980E-6,85.01856598231996
-3.980E-6,85.05874110976549
-3.980E-6,85.09881348752435
-3.950E-6,85.13811524263406
-3.910E-6,85.17721149837064
-3.910E-6,85.2161022547341
-3.880E-6,85.25447926266474
-3.910E-6,85.29270214606561
-3.870E-6,85.3301544068172
-3.880E-6,85.36755529272546
-3.820E-6,85.40439105535768
-3.850E-6,85.44102131861678
-3.820E-6,85.4771892082864
-3.830E-6,85.51299747405301
-3.810E-6,85.54865161528983
-3.820E-6,85.58399750746685
-3.820E-6,85.61893240089773
-3.820E-6,85.6535076704256
-3.770E-6,85.68751781667731
-3.720E-6,85.72116833902624
-3.750E-6,85.75481886137504
-3.750E-6,85.7880583849776
-3.760E-6,85.82109240920715
-3.750E-6,85.8538181843769
-3.750E-6,85.88597883627051
-3.710E-6,85.91777986426132
-3.660E-6,85.94963226709524
-3.660E-6,85.98112504602636
-3.650E-6,86.01266919980071
-3.650E-6,86.04333998123923
-3.650E-6,86.07406213752108
-3.630E-6,86.10437329505658
-3.630E-6,86.13468445259218
-3.630E-6,86.16427636232186
-3.600E-6,86.19391964689487
-3.580E-6,86.2234601817812
-3.570E-6,86.25269246760786
-3.580E-6,86.28110275594213
-3.580E-6,86.30997541786587
-3.560E-6,86.33843708104325
-3.530E-6,86.36710424359387
-3.530E-6,86.39484665896543
-3.500E-6,86.42253769949366
-3.500E-6,86.44992049096231
-3.510E-6,86.47730328243097
-3.500E-6,86.50422370031004
-3.500E-6,86.53119549303233
-3.510E-6,86.55801316122484
-3.430E-6,86.58447120551432
-3.430E-6,86.61082650011735
-3.430E-6,86.63707904503383
-3.430E-6,86.66276646667404
-3.400E-6,86.68860801284427
-3.410E-6,86.71424405964126
-3.380E-6,86.73967460706524
-3.410E-6,86.7647455305862
-3.380E-6,86.78966232957725
-3.350E-6,86.81463050341176
-3.370E-6,86.83939317787292
-3.370E-6,86.86379622843128
-3.330E-6,86.88855890289256
-3.320E-6,86.9126023295479
-3.370E-6,86.9369026304197
-3.320E-6,86.96038093379889
-3.320E-6,86.9842188610811
-3.280E-6,87.00790266383353
-3.260E-6,87.0314837168994
-3.280E-6,87.05470514606213
-3.250E-6,87.07766970100863
-3.260E-6,87.10089113017148
-3.260E-6,87.12380431027464
-3.250E-6,87.14676886522113
-3.200E-6,87.16891142267514
-3.210E-6,87.19151635371861
