lockin,Temp
0.0005E-3,77.95252141234175
0.0003E-3,77.94707567895398
0.0005E-3,77.94157857072298
0.0005E-3,77.93618421217855
0.0003E-3,77.93063572910421
0.0005E-3,77.92503587118665
0.0005E-3,77.91959013779888
0.0003E-3,77.914298528941
0.0005E-3,77.90869867102344
0.0003E-3,77.9033043124789
0.0003E-3,77.8981668281508
0.0003E-3,77.89302934382272
0.0003E-3,77.88758361043494
0.0003E-3,77.88234337642041
0.0005E-3,77.8773600166221
0.0005E-3,77.87211978260757
0.0005E-3,77.8670336731227
0.0003E-3,77.86189618879473
0.0005E-3,77.85675870446664
0.0005E-3,77.85167259498178
0.0005E-3,77.84663786034025
0.0005E-3,77.84150037601228
0.0005E-3,77.83656839105731
0.0005E-3,77.83153365641579
0.0003E-3,77.82639617208781
0.0005E-3,77.82151556197607
0.0005E-3,77.816737701551
0.0003E-3,77.81195984112594
0.0005E-3,77.80697648132764
0.0003E-3,77.80219862090257
0.0005E-3,77.79762625985063
0.0005E-3,77.79269427489555
0.0005E-3,77.7877622899407
0.0005E-3,77.78313855404542
0.0005E-3,77.7784120684637
0.0003E-3,77.77358283319518
0.0005E-3,77.76890772245667
0.0005E-3,77.76469498530764
0.0005E-3,77.75966025066612
0.0005E-3,77.61637581275647
0.0013E-3,77.38919625576932
0.0018E-3,77.31146611788574
0.0018E-3,77.30314339327424
0.0018E-3,77.3235392060567
0.0025E-3,77.35390173843564
0.0020E-3,77.38544589220987
0.0020E-3,77.41493505225299
0.0020E-3,77.44129034685591
0.0020E-3,77.4642549018024
0.0018E-3,77.48398284162215
0.0028E-3,77.50129616380775
0.0025E-3,77.51578386961285
0.0025E-3,77.52867895527629
0.0020E-3,77.54003279564142
0.0025E-3,77.54984539070801
0.0025E-3,77.55863048890888
0.0025E-3,77.56638809024435
0.0025E-3,77.57383744252002
0.0025E-3,77.58020792308685
0.0025E-3,77.5861160300642
0.0025E-3,77.5921268867279
0.0025E-3,77.59757262011567
0.0028E-3,77.60317247803334
0.0025E-3,77.60836133720466
0.0025E-3,77.6136015712193
0.0025E-3,77.61894455492052
0.0025E-3,77.62408203924849
0.0025E-3,77.6295791474796
0.0025E-3,77.63487075633748
0.0025E-3,77.64062473878494
0.0025E-3,77.64648147091884
0.0025E-3,77.65269782695589
0.0028E-3,77.65881143330625
0.0025E-3,77.66564428746256
0.0020E-3,77.67257989130542
0.0005E-3,77.67992649389464
0.0013E-3,77.68742722101354
0.0015E-3,77.69539032172202
0.0015E-3,77.70361029664696
