Time,Ohms
1303.2889850139618,1036.0232
1303.657157421112,1036.0288
1304.0251185894012,1036.0345
1304.3930225372314,1036.0406
1304.7608242034912,1036.0458
1305.1288497447968,1036.051
1305.4965155124664,1036.0569
1305.8646957874298,1036.0627
1306.2328343391418,1036.0684
1306.6006503105164,1036.0736
1306.9684584140778,1036.0791
1307.3363468647003,1036.0853
1307.704402923584,1036.0908
1308.0723724365234,1036.0961
1308.4398908615112,1036.1016
1308.8082666397095,1036.1073
1309.1762204170227,1036.1128
1309.5440170764923,1036.1182
1309.9117574691772,1036.124
1310.279982805252,1036.1292
1310.647801399231,1036.1353
1311.015925168991,1036.1411
1311.3830304145813,1036.1456
1311.7510306835175,1036.1515
1312.1187779903412,1036.1576
1312.4868838787079,1036.1627
1312.8548557758331,1036.1685
1313.222676038742,1036.174
1313.590618610382,1036.1794
1313.9593374729156,1036.1852
1314.3271162509918,1036.19
1314.6949710845947,1036.1959
1315.0631260871887,1036.2014
1315.4309644699097,1036.2071
1315.7989478111267,1036.2123
1316.1669263839722,1036.2177
1316.534821987152,1036.2232
1316.9026458263397,1036.2287
1317.2705941200256,1036.2341
1317.6385254859924,1036.2393
1318.0063652992249,1036.2453
1318.374180316925,1036.2504
1318.7420785427094,1036.2557
1319.110303401947,1036.2616
1319.4780440330505,1036.2664
1319.846352338791,1036.2723
1320.2140469551086,1036.2773
1320.582037448883,1036.2827
1320.9500479698181,1036.2885
1321.317997455597,1036.2939
1321.6859228610992,1036.2986
1322.0538728237152,1036.3043
1322.4218063354492,1036.3098
1322.7896182537079,1036.315
1323.1574203968048,1036.3202
1323.5250232219696,1036.3259
1323.8931167125702,1036.3311
1324.260871887207,1036.3361
1324.62851023674,1036.3416
1324.9962360858917,1036.3466
1325.3643143177032,1036.3525
1325.7322371006012,1036.3578
1326.1005375385284,1036.3625
1326.468384027481,1036.3676
1326.8370542526245,1036.3734
1327.2050728797913,1036.3788
1327.5728068351746,1036.3839
1327.9405658245087,1036.3891
1328.3100454807281,1036.3941
1328.6767745018005,1036.3995
1329.0447368621826,1036.4048
1329.412498474121,1036.4095
1329.7805256843567,1036.415
1330.1483402252197,1036.4205
1330.5164258480072,1036.4258
1330.8842113018036,1036.4306
1331.2520604133606,1036.4362
1331.6197888851166,1036.441
1331.987949848175,1036.4457
1332.3560166358948,1036.4511
1332.7237401008606,1036.4571
1333.0920803546906,1036.4612
1333.4592008590698,1036.4668
1333.8276522159576,1036.4731
1334.1956534385681,1036.477
1334.5635590553284,1036.4821
1334.9315338134766,1036.4873
1335.2995326519012,1036.4919
1335.6674597263336,1036.4978
1336.035364151001,1036.5023
1336.403352022171,1036.5079
1336.7709152698517,1036.5126
1337.1383566856384,1036.5179
1337.5062634944916,1036.5226
1337.8742003440857,1036.5276
1338.2421534061432,1036.5332
1338.6102333068848,1036.5377
1338.9779098033905,1036.5431
1339.345852613449,1036.5485
1339.7142624855042,1036.5534
1340.0822620391846,1036.5584
1340.449923992157,1036.5633
1340.818017244339,1036.568
1341.1858265399933,1036.5734
1341.5537214279175,1036.5779
1341.9218604564667,1036.5832
1342.2898058891296,1036.5877
1342.6577031612396,1036.5923
1343.025738954544,1036.5975
1343.3934452533722,1036.6031
1343.7615761756897,1036.608
1344.1294796466827,1036.613
1344.4973449707031,1036.6173
1344.8653364181519,1036.6228
1345.2330696582794,1036.6277
1345.6011939048767,1036.6328
1345.9689345359802,1036.6374
1346.3371231555939,1036.6424
1346.705040693283,1036.6471
1347.073001384735,1036.6523
1347.4408967494965,1036.6572
1347.8088328838348,1036.6619
1348.1767184734344,1036.6669
1348.5446922779083,1036.6713
1348.9126522541046,1036.6764
1349.2805290222168,1036.6813
1349.6485149860382,1036.686
1350.0161488056183,1036.6907
1350.3840079307556,1036.6959
1350.7521312236786,1036.7007
1351.1200559139252,1036.7056
1351.4877305030823,1036.71
1351.855842590332,1036.7152
1352.2237830162048,1036.7193
1352.5924623012543,1036.7244
1352.9603774547577,1036.7296
1353.3283569812775,1036.7341
1353.695663690567,1036.739
1354.0637092590332,1036.7436
1354.4314351081848,1036.7485
1354.7996182441711,1036.753
1355.1674859523773,1036.7578
1355.5355787277222,1036.7629
1355.9039845466614,1036.7676
1356.27179813385,1036.7717
1356.639667749405,1036.7771
1357.007686138153,1036.7816
1357.3756611347198,1036.7864
1357.743448972702,1036.7906
1358.1113181114197,1036.7955
1358.4787738323212,1036.8006
1358.8473553657532,1036.8045
1359.2150692939758,1036.8093
1359.5832426548004,1036.8144
1359.951165676117,1036.8185
1360.3191332817078,1036.8234
1360.6869657039642,1036.8282
1361.055009841919,1036.8327
1361.422836780548,1036.8377
1361.7908415794373,1036.8421
1362.1587784290314,1036.8469
1362.5258147716522,1036.8511
1362.8938474655151,1036.8562
1363.261919260025,1036.8604
1363.6295568943024,1036.8649
1363.9974703788757,1036.8693
1364.3653328418732,1036.8744
1364.733258485794,1036.8785
1365.1017336845398,1036.8829
1365.4697239398956,1036.8878
1365.837678194046,1036.8923
1366.2056272029877,1036.8969
1366.5735425949097,1036.9015
1366.9412317276,1036.9062
1367.3093354701996,1036.9105
1367.6770958900452,1036.9151
1368.045089006424,1036.9196
1368.4131124019623,1036.9243
1368.7811799049377,1036.9288
1369.1491448879242,1036.9331
1369.5169603824615,1036.9373
1369.8849442005157,1036.9422
1370.2528641223907,1036.9472
1370.620812177658,1036.9513
1370.9886503219604,1036.9557
1371.3566513061523,1036.9598
1371.7246389389038,1036.9648
1372.0925114154816,1036.9686
1372.4602415561676,1036.9734
1372.8281755447388,1036.9777
1373.1962673664093,1036.982
1373.5639202594757,1036.9868
1373.9321568012238,1036.991
1374.3001313209534,1036.9953
1374.6679828166962,1036.9998
1375.0361371040344,1037.004
1375.403386592865,1037.0083
1375.7713468074799,1037.0128
1376.1392073631287,1037.0169
1376.5072338581085,1037.0214
1376.8755972385406,1037.026
1377.2433104515076,1037.0305
1377.6112356185913,1037.0341
1377.9797921180725,1037.0386
1378.3478291034698,1037.0435
1378.7154984474182,1037.0476
1379.0833311080933,1037.0519
1379.451166152954,1037.0561
1379.8191571235657,1037.0605
1380.1870970726013,1037.0648
1380.5550782680511,1037.069
1380.922950744629,1037.0734
1381.2906556129456,1037.0776
1381.658759355545,1037.0816
1382.0268504619598,1037.0857
1382.3944599628448,1037.0902
1382.7626285552979,1037.0948
1383.1304852962494,1037.0989
1383.4984798431396,1037.103
1383.8664700984955,1037.107
1384.2342970371246,1037.1115
1384.6023046970367,1037.1155
1384.970217704773,1037.1198
1385.33811211586,1037.1234
1385.7059073448181,1037.1283
1386.073805809021,1037.1324
1386.4419457912445,1037.1363
1386.8099055290222,1037.1409
1387.177892923355,1037.1449
1387.5457718372345,1037.1486
1387.9136357307434,1037.1531
1388.2811076641083,1037.1571
1388.6493380069733,1037.1612
1389.0172655582428,1037.1656
1389.3854184150696,1037.1695
1389.7532014846802,1037.1738
1390.1209166049957,1037.1779
1390.489040851593,1037.1821
1390.8572895526886,1037.1867
1391.2254612445831,1037.1905
1391.5935921669006,1037.1945
1391.9614527225494,1037.1985
1392.3293762207031,1037.2029
1392.6972241401672,1037.2069
1393.0653281211853,1037.2108
1393.4331903457642,1037.215
1393.8007361888885,1037.2195
1394.168823480606,1037.2242
1394.536721944809,1037.2291
1394.904953956604,1037.233
1395.2726278305054,1037.2371
1395.6408524513245,1037.2413
1396.0086929798126,1037.2449
1396.3765561580658,1037.249
1396.7445678710938,1037.2532
1397.1124200820923,1037.2577
1397.4803075790405,1037.2617
1397.84827709198,1037.2654
1398.2162733078003,1037.2697
1398.5842900276184,1037.2738
1398.9515616893768,1037.2778
1399.3194665908813,1037.2815
1399.6875674724579,1037.2862
1400.055386543274,1037.2897
1400.4235062599182,1037.2937
1400.7913677692413,1037.2982
1401.1586709022522,1037.3018
1401.5267288684845,1037.3058
1401.8946442604065,1037.3099
1402.2625851631165,1037.3139
1402.630465745926,1037.3179
1402.9983923435211,1037.322
1403.3664019107819,1037.3258
1403.7345914840698,1037.3296
1404.1026151180267,1037.3342
1404.4707210063934,1037.3377
1404.838710784912,1037.342
1405.2066175937653,1037.3455
1405.5746200084686,1037.3492
1405.942425251007,1037.3534
1406.3104887008667,1037.3575
1406.6783847808838,1037.3616
1407.0462980270386,1037.3649
1407.414251089096,1037.3689
1407.7819974422455,1037.3731
1408.1500442028046,1037.377
1408.5180506706238,1037.3804
1408.8858678340912,1037.3847
1409.2538666725159,1037.3889
1409.6218302249908,1037.3927
1409.9897952079773,1037.3962
1410.3577189445496,1037.4
1410.7257497310638,1037.4043
1411.0935940742493,1037.4083
1411.461531162262,1037.4118
